iter	Logloss
132	0.3989571239
133	0.3987207908
134	0.3985403557
135	0.3983434104
136	0.3980876618
137	0.3979212729
138	0.3977230931
139	0.3974814103
140	0.3972826545
141	0.3971513587
142	0.3969975119
143	0.3967847494
144	0.3966683072
145	0.3964910698
146	0.3963194651
147	0.3961672913
148	0.3960207504
149	0.3958387388
150	0.3957642731
151	0.3956321072
152	0.3954756209
153	0.3953110113
154	0.395155803
155	0.3949093496
156	0.3947534822
157	0.3945468473
158	0.3942610736
159	0.3941443785
160	0.3939328947
161	0.3937249479
162	0.3935800009
163	0.3934468707
164	0.3933081999
165	0.3931582601
166	0.3930105131
167	0.3928588517
168	0.3926671774
169	0.3925091185
170	0.3923462278
171	0.3921292968
172	0.3918921167
173	0.3917033306
174	0.3915869078
175	0.391446622
176	0.3912608539
177	0.391062034
178	0.390923511
179	0.3907335922
180	0.3906358438
181	0.3905077554
182	0.3903926933
183	0.3902158872
184	0.3899549448
185	0.3898251527
186	0.3896473755
187	0.3895102842
188	0.3893212966
189	0.3891307267
190	0.388974929
191	0.3887946629
192	0.3885918794
193	0.3884427664
194	0.3882055967
195	0.3881751234
196	0.3879793473
197	0.3878137444
198	0.3876430132
199	0.3874863107
200	0.3873468677
201	0.3872389979
202	0.3871075161
203	0.3869925533
204	0.3868307519
205	0.38666132
206	0.3865052189
207	0.3864128274
208	0.3862580987
209	0.3861021323
210	0.3858360717
211	0.38570861
212	0.3855939295
213	0.3854771917
214	0.3853968216
215	0.3853213378
216	0.3851739231
217	0.3850171749
218	0.3848231507
219	0.3847766792
220	0.3846931799
221	0.3846476733
222	0.3845875058
223	0.3843613671
224	0.3843293332
225	0.3842014062
226	0.384070401
227	0.38394158
228	0.3838070975
229	0.3836179385
230	0.3834751941
231	0.3833174327
232	0.3831830983
233	0.3830532108
234	0.3828992686
235	0.3827783995
236	0.3826638819
237	0.3824629577
238	0.382300399
239	0.3820628719
240	0.3818816168
241	0.3817264273
242	0.3815530091
243	0.3814452644
244	0.3812913653
245	0.3811092073
246	0.3809712218
247	0.3808488561
248	0.3807502816
249	0.380618487
250	0.3804786592
251	0.3803179459
252	0.3801402237
253	0.3800189229
254	0.3798400466
255	0.3797219897
256	0.3796034787
257	0.3794943594
258	0.3793104167
259	0.3791579157
260	0.3790170457
261	0.3788668234
262	0.3787719796
263	0.3787052908
264	0.3786107076
265	0.3785041119
266	0.3783532029
267	0.3781827285
268	0.3780417528
269	0.3779103735
270	0.3777355766
271	0.3775767843
272	0.3775146469
273	0.3774395172
274	0.3772289179
275	0.3771560729
276	0.3771112717
277	0.3770250997
278	0.3768559515
279	0.3767505994
280	0.3766441453
281	0.3765320139
282	0.37645837
283	0.3763187164
284	0.3762009138
285	0.3760198104
286	0.3758554682
287	0.3757108588
288	0.3756133973
289	0.3755477587
290	0.3753620432
291	0.3753060406
292	0.3752302263
293	0.3751960112
294	0.3751213828
295	0.3749832126
296	0.3748414404
297	0.3747994581
298	0.3746968738
299	0.3745812643
300	0.3744599274
301	0.3742676315
302	0.3741896219
303	0.3741352501
304	0.3739221444
305	0.3738161076
306	0.3737250857
307	0.3736357698
308	0.3736254044
309	0.3735019121
310	0.3734120826
311	0.3733300561
312	0.3731484059
313	0.3729773823
314	0.3728544635
315	0.3727307418
316	0.3726660073
317	0.3726584835
318	0.3725541336
319	0.3724516814
320	0.3722548883
321	0.3721493426
322	0.3719993477
323	0.3719024959
324	0.3718042943
325	0.3716491033
326	0.3715490153
327	0.3714478038
328	0.371401975
329	0.3712903699
330	0.3711854804
331	0.3710453508
332	0.370916136
333	0.3708115599
334	0.3707100599
335	0.3706023449
336	0.3704681498
337	0.3703787476
338	0.3702943683
339	0.3702063186
340	0.3700393958
341	0.3699656983
342	0.3697882217
343	0.3696271625
344	0.3695517795
345	0.3693976269
346	0.3692661999
347	0.3691256461
348	0.3690294213
349	0.3688837694
350	0.3688018191
351	0.3686675196
352	0.3685963594
353	0.3685178343
354	0.3684368488
355	0.3683434692
356	0.3682564415
357	0.3680519249
358	0.3679246494
359	0.3678482993
360	0.3677130249
361	0.3676005733
362	0.3674455876
363	0.3672674094
364	0.3671876944
365	0.3671210188
366	0.3670317647
367	0.3668912234
368	0.3667744646
369	0.3666692356
370	0.3665674454
371	0.3664132323
372	0.3663254949
373	0.3661836033
374	0.3661228233
375	0.3659816494
376	0.3657693547
377	0.365588982
378	0.3654717316
379	0.3653942812
380	0.3653397798
381	0.3652744319
382	0.3652350584
383	0.3650643547
384	0.3649279022
385	0.3648175393
386	0.3646966307
387	0.3646153206
388	0.3644582601
389	0.3643366934
390	0.3642353025
391	0.3641401275
392	0.3640159249
393	0.3639129049
394	0.3638442466
395	0.3637953836
396	0.3637334346
397	0.3636070637
398	0.363492335
399	0.3634053792
400	0.3633129142
401	0.3631680655
402	0.3630858494
403	0.362979273
404	0.3629028385
405	0.3628824469
406	0.3627741401
407	0.3626240019
408	0.3625429728
409	0.3624326723
410	0.3623073324
411	0.3622440229
412	0.3621146128
413	0.3619742725
414	0.3618947684
415	0.3617559007
416	0.3616972646
417	0.3616147385
418	0.3615466871
419	0.361507604
420	0.3614164312
421	0.3613466419
422	0.3612198136
423	0.3611025592
424	0.3609135207
425	0.3607942146
426	0.3606968999
427	0.3606093041
428	0.3604912265
429	0.3603803398
430	0.3601914247
431	0.3600753842
432	0.3599893222
433	0.3598724639
434	0.3597910758
435	0.3597423791
436	0.3596409381
437	0.3595374972
438	0.3593852074
439	0.3592491252
440	0.3591804971
441	0.3590420314
442	0.3589198486
443	0.3587709097
444	0.3586363409
445	0.3584676628
446	0.3583957494
447	0.3583137725
448	0.3582325639
449	0.3581141906
450	0.3580066719
451	0.3578877605
452	0.3576950279
453	0.3575162804
454	0.3573596723
455	0.3572278705
456	0.3571253436
457	0.3570523789
458	0.3569298564
459	0.35682338
460	0.3566473837
461	0.356497968
462	0.3563822134
463	0.3562460939
464	0.3561775701
465	0.3560376076
466	0.3558808397
467	0.3557628001
468	0.3556393857
469	0.3554666573
470	0.3554090674
471	0.3553643119
472	0.3552868079
473	0.355177813
474	0.3550879983
475	0.3549661849
476	0.3548876455
477	0.3547439986
478	0.354616705
479	0.3545602098
480	0.3544715657
481	0.3543195351
482	0.3541945701
483	0.3541176019
484	0.3540218421
485	0.3539429905
486	0.3538519239
487	0.3537626389
488	0.3536568832
489	0.3535613672
490	0.3534210626
491	0.353338202
492	0.3532612731
493	0.3531891239
494	0.3530579253
495	0.3529337418
496	0.3527742116
497	0.3526848803
498	0.3525578991
499	0.3524571494
500	0.3523783675
501	0.3522809113
502	0.3521476093
503	0.3520428858
504	0.3519582218
505	0.3518293201
506	0.3517105913
507	0.3516247629
508	0.351537842
509	0.3514435593
510	0.351324739
511	0.3512166036
512	0.3511604342
513	0.3509856131
514	0.3508512424
515	0.3507840536
516	0.3507122053
517	0.3506348492
518	0.3505421526
519	0.3504277358
520	0.3503519621
521	0.3502418358
522	0.3501724117
523	0.3500652532
524	0.3499642504
525	0.3498935052
526	0.3497761193
527	0.3496976267
528	0.3496482988
529	0.3495539563
530	0.3494767849
531	0.3494048885
532	0.3493636701
533	0.3492539579
534	0.3491910997
535	0.3491163298
536	0.3490218162
537	0.3489212161
538	0.3488475661
539	0.3487419042
540	0.3486241445
541	0.3485246226
542	0.3484472259
543	0.3483711633
544	0.3482920118
545	0.3481381303
546	0.3480330659
547	0.347873146
548	0.3477135506
549	0.3476649038
550	0.3475036556
551	0.3474071283
552	0.347345548
553	0.3472728843
554	0.3472079174
555	0.3470874213
556	0.3469289839
557	0.3468439517
558	0.3467444298
559	0.3466849569
560	0.3465288893
561	0.3464205763
562	0.3462855165
563	0.3462283786
564	0.3461706982
565	0.3461033543
566	0.3459940665
567	0.3459157024
568	0.3457689613
569	0.3456177562
570	0.3455477352
571	0.3454300601
572	0.3453693966
573	0.3452589897
574	0.34519713
575	0.3450416455
576	0.3448959285
577	0.3448254224
578	0.3446995815
579	0.3445936279
580	0.3444835903
581	0.344330504
582	0.3442636691
583	0.3441646464
584	0.344094051
585	0.3439894553
586	0.3439075742
587	0.3437715676
588	0.3436099976
589	0.3435268451
590	0.3433998332
591	0.3432963158
592	0.3431702418
593	0.343045946
594	0.3428583728
595	0.3427563016
596	0.3425961747
597	0.3424919372
598	0.342366619
599	0.342320808
600	0.3422809689
601	0.3421339864
602	0.3420702702
603	0.3419878149
604	0.341924241
605	0.3418346788
606	0.341742934
607	0.3415972821
608	0.3414677366
609	0.3413764315
610	0.3412882671
611	0.341202886
612	0.341098449
613	0.3410397245
614	0.3409885004
615	0.3408758947
616	0.3407725913
617	0.3406425659
618	0.340549229
619	0.3404787132
620	0.3403321944
621	0.3402029857
622	0.3400870274
623	0.3399941214
624	0.3398877062
625	0.3397359462
626	0.3395582952
627	0.3394246249
628	0.3393191065
629	0.3392090154
630	0.3391102409
631	0.339063564
632	0.3389533936
633	0.3389011319
634	0.3388030516
635	0.3387536977
636	0.3386243015
637	0.3385132735
638	0.3384651777
639	0.3383496688
640	0.3382444625
641	0.3381769276
642	0.3381296961
643	0.3379708131
644	0.3378556396
645	0.3377400332
646	0.3376568272
647	0.3375348863
648	0.3374872149
649	0.3374045795
650	0.3372949415
651	0.3372159538
652	0.3370815751
653	0.3369693505
654	0.336824518
655	0.3367118786
656	0.3365720277
657	0.3365086294
658	0.3364445366
659	0.3363457397
660	0.3361803901
661	0.3360950326
662	0.3359433254
663	0.3357970373
664	0.335694662
665	0.3356017697
666	0.3355418616
667	0.335388043
668	0.3352933685
669	0.3352110008
670	0.3350542977
671	0.3349855726
672	0.334857233
673	0.3347639435
674	0.3347169918
675	0.3346225904
676	0.3346013144
677	0.3345002551
678	0.3344525791
679	0.3344154457
680	0.3343774377
681	0.3342597964
682	0.3341417505
683	0.3340779013
684	0.3339686926
685	0.3338758681
686	0.3337959544
687	0.3337694958
688	0.3336808465
689	0.333536577
690	0.3334337911
691	0.3333116104
692	0.3332920147
693	0.333196398
694	0.3330951583
695	0.3329747652
696	0.3328864207
697	0.3327387299
698	0.3325918198
699	0.3324822101
700	0.3324099183
701	0.3322932539
702	0.3321473215
703	0.3320531344
704	0.3319072703
705	0.3318095063
706	0.3317005223
707	0.3316009481
708	0.3314435721
709	0.3312957972
710	0.3312055989
711	0.3311524048
712	0.3310458204
713	0.3309252742
714	0.3308363921
715	0.3307367104
716	0.3306397707
717	0.3305576145
718	0.3304553161
719	0.3303699459
720	0.3302743952
721	0.3301959929
722	0.3301045638
723	0.3300828082
724	0.330017544
725	0.3299401017
726	0.3298416874
727	0.3297982465
728	0.3297109796
729	0.3296214711
730	0.3295569149
731	0.3294743955
732	0.3293816568
733	0.3292834149
734	0.3292077335
735	0.3291258839
736	0.3289902157
737	0.3288760113
738	0.3287981492
739	0.3286990011
740	0.3286580966
741	0.3284968331
742	0.3284453048
743	0.3283779591
744	0.3282382105
745	0.3281550592
746	0.3280410387
747	0.3279298609
748	0.3278424571
749	0.3277441596
750	0.3276474485
751	0.3275815466
752	0.3274664628
753	0.32738235
754	0.3272425665
755	0.3271108965
756	0.3269850579
757	0.3269142154
758	0.3268491516
759	0.3266949267
760	0.3265863978
761	0.3265011711
762	0.3263757274
763	0.3262382493
764	0.3261322769
765	0.3260258282
766	0.3258931369
767	0.3257804127
768	0.325607571
769	0.3255091489
770	0.3254392749
771	0.3253359113
772	0.3252448627
773	0.3251557374
774	0.3250832695
775	0.3249267501
776	0.3248214896
777	0.324748177
778	0.3246457994
779	0.3245915837
780	0.3245452192
781	0.3244263706
782	0.3243582598
783	0.3242882161
784	0.3242234597
785	0.3241613327
786	0.3240773645
787	0.3239514157
788	0.3238139993
789	0.3237073533
790	0.3236526661
791	0.3235404921
792	0.3234425476
793	0.323333549
794	0.3232260471
795	0.3231673647
796	0.3230723815
797	0.3229918086
798	0.3228594983
799	0.3227891677
800	0.3226487418
801	0.3225486221
802	0.322426647
803	0.3223270464
804	0.3222854078
805	0.3221945576
806	0.3221208337
807	0.3220305982
808	0.3219185762
809	0.3217923637
810	0.3217080364
811	0.3215869413
812	0.3215412459
813	0.3214818436
814	0.3214065125
815	0.3212723718
816	0.3211536801
817	0.3210857698
818	0.3210047419
819	0.3209202943
820	0.3207969066
821	0.3206897205
822	0.3206351011
823	0.3205820644
824	0.3204968478
825	0.3204287688
826	0.3203721517
827	0.320327301
828	0.3202154196
829	0.3201226927
830	0.3199966398
831	0.3198815881
832	0.3197617123
833	0.3196498986
834	0.319582056
835	0.3194937841
836	0.3194070125
837	0.3193073899
838	0.3192673922
839	0.3191701122
840	0.3190941544
841	0.3190596003
842	0.3189660137
843	0.3189093085
844	0.3188647625
845	0.3187737411
846	0.3186803692
847	0.3186214379
848	0.3185398623
849	0.3184574022
850	0.3183565924
851	0.3182610615
852	0.3181965811
853	0.3181086118
854	0.3180258017
855	0.3179655235
856	0.3179209556
857	0.3177993446
858	0.3177164122
859	0.3175793133
860	0.3174924607
861	0.3173801428
862	0.3173212568
863	0.3171654515
864	0.3171287458
865	0.3170408566
866	0.3169604246
867	0.3168869614
868	0.3168310625
869	0.3167996896
870	0.316710674
871	0.3166469695
872	0.3165497692
873	0.3164456242
874	0.3163432849
875	0.3162793273
876	0.3161833627
877	0.3160919496
878	0.3160331244
879	0.3159764217
880	0.3158424378
881	0.3157883968
882	0.3157069548
883	0.3156151068
884	0.3155342075
885	0.3154819076
886	0.3153931943
887	0.3152669806
888	0.3151690675
889	0.3151054129
890	0.3150041465
891	0.3149195497
892	0.3148527192
893	0.3147501399
894	0.3146726829
895	0.3145554758
896	0.3145030438
897	0.3144403185
898	0.3143739974
899	0.3143066567
900	0.3142296953
901	0.314126207
902	0.3140433075
903	0.3139968153
904	0.3139186185
905	0.313826194
906	0.3137214757
907	0.3136361433
908	0.3135466156
909	0.3134766479
910	0.3133606232
911	0.3132838887
912	0.3131817557
913	0.313140609
914	0.3130895761
915	0.3129747639
916	0.3129431294
917	0.3128585106
918	0.3127560991
919	0.3126872551
920	0.3126179272
921	0.3125482251
922	0.3124344178
923	0.312343951
924	0.3122526728
925	0.3121885812
926	0.3121052352
927	0.3120143257
928	0.311914938
929	0.3118585335
930	0.3117693396
931	0.3116758143
932	0.3116347977
933	0.3115336773
934	0.3114006146
935	0.3113515231
936	0.3113179405
937	0.3112320937
938	0.3110917371
939	0.3110683798
940	0.3109835359
941	0.3108855978
942	0.3108323556
943	0.3107851378
944	0.3107123469
945	0.3106328037
946	0.3105171934
947	0.3104872037
948	0.310445516
949	0.3103689882
950	0.3102621802
951	0.3101888064
952	0.3101063412
953	0.3100495041
954	0.3099461901
955	0.3098988353
956	0.3098243155
957	0.3097320299
958	0.3096386984
959	0.3095927495
960	0.3095194708
961	0.3094333663
962	0.3093494956
963	0.3092226225
964	0.3091141647
965	0.3090452985
966	0.3089753198
967	0.3089366657
968	0.3087990846
969	0.3087216029
970	0.3086861534
971	0.3086362089
972	0.3085855467
973	0.3085396121
974	0.3084871758
975	0.3083787707
976	0.3082195706
977	0.3081410181
978	0.3081058525
979	0.3080456887
980	0.3079742374
981	0.3078758289
982	0.3077804962
983	0.307680146
984	0.3076011
985	0.3074812992
986	0.3074371369
987	0.3073775932
988	0.3072936963
989	0.3072186427
990	0.3071171652
991	0.3070389378
992	0.3069486804
993	0.3068738726
994	0.3068277411
995	0.3067365835
996	0.3066128448
997	0.3065532311
998	0.3064695353
999	0.3063926071
